"item","category","company","number_per_case","metric","month","day","amount"
"Island Time Marg","frozen mix","Island Time",6,"oh","7","16",24
"Island Time Marg","frozen mix","Island Time",6,"thru","7","16",3
"Island Time Marg","frozen mix","Island Time",6,"order","7","23",NA
"Island Time Marg","frozen mix","Island Time",6,"oh","7","23",42
"Island Time Marg","frozen mix","Island Time",6,"thru","7","23",NA
"Island Time Marg","frozen mix","Island Time",6,"order","7","30",NA
"Island Time Marg","frozen mix","Island Time",6,"oh","7","30",39
"Island Time Marg","frozen mix","Island Time",6,"thru","7","30",3
"Island Time Marg","frozen mix","Island Time",6,"order","8","6",NA
"Island Time Marg","frozen mix","Island Time",6,"oh","8","6",27
"Island Time Marg","frozen mix","Island Time",6,"thru","8","6",12
"Island Time Marg","frozen mix","Island Time",6,"order","8","13",NA
"Island Time Marg","frozen mix","Island Time",6,"oh","8","13",19
"Island Time Marg","frozen mix","Island Time",6,"thru","8","13",8
"Island Time Marg","frozen mix","Island Time",6,"order","8","20",NA
"Island Time Marg","frozen mix","Island Time",6,"oh","8","20",11
"Island Time Marg","frozen mix","Island Time",6,"thru","8","20",8
"Island Time Marg","frozen mix","Island Time",6,"order","8","29",0
"Island Time Marg","frozen mix","Island Time",6,"oh","8","29",9
"Island Time Marg","frozen mix","Island Time",6,"thru","8","29",2
"Island Time Marg","frozen mix","Island Time",6,"order","9","6",27
"Island Time Marg","frozen mix","Island Time",6,"oh","9","6",6
"Island Time Marg","frozen mix","Island Time",6,"thru","9","6",30
"Island Time Marg","frozen mix","Island Time",6,"order","9","12",0
"Island Time Marg","frozen mix","Island Time",6,"oh","9","12",8
"Island Time Marg","frozen mix","Island Time",6,"thru","9","12",NA
"Island Time Marg","frozen mix","Island Time",6,"order","9","26",0
"Island Time Marg","frozen mix","Island Time",6,"oh","9","26",2
"Island Time Marg","frozen mix","Island Time",6,"thru","9","26",6
"Island Time Pina","frozen mix","Island Time",6,"oh","leftover","2022",50
"Island Time Pina","frozen mix","Island Time",6,"opening","order","2023",45
"Island Time Pina","frozen mix","Island Time",6,"oh","4","30",44
"Island Time Pina","frozen mix","Island Time",6,"thru","4","30",51
"Island Time Pina","frozen mix","Island Time",6,"order","5","7",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","5","7",29
"Island Time Pina","frozen mix","Island Time",6,"thru","5","7",15
"Island Time Pina","frozen mix","Island Time",6,"order","5","14",3
"Island Time Pina","frozen mix","Island Time",6,"oh","5","14",11
"Island Time Pina","frozen mix","Island Time",6,"thru","5","14",21
"Island Time Pina","frozen mix","Island Time",6,"order","5","21",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","5","21",4
"Island Time Pina","frozen mix","Island Time",6,"thru","5","21",7
"Island Time Pina","frozen mix","Island Time",6,"order","5","28",26
"Island Time Pina","frozen mix","Island Time",6,"oh","5","28",17
"Island Time Pina","frozen mix","Island Time",6,"thru","5","28",13
"Island Time Pina","frozen mix","Island Time",6,"order","6","4",45
"Island Time Pina","frozen mix","Island Time",6,"oh","6","4",33
"Island Time Pina","frozen mix","Island Time",6,"thru","6","4",29
"Island Time Pina","frozen mix","Island Time",6,"order","6","11",44
"Island Time Pina","frozen mix","Island Time",6,"oh","6","11",60
"Island Time Pina","frozen mix","Island Time",6,"thru","6","11",17
"Island Time Pina","frozen mix","Island Time",6,"order","6","18",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","6","18",43
"Island Time Pina","frozen mix","Island Time",6,"thru","6","18",17
"Island Time Pina","frozen mix","Island Time",6,"order","6","25",26
"Island Time Pina","frozen mix","Island Time",6,"oh","6","25",55
"Island Time Pina","frozen mix","Island Time",6,"thru","6","25",14
"Island Time Pina","frozen mix","Island Time",6,"order","7","9",1
"Island Time Pina","frozen mix","Island Time",6,"oh","7","9",4
"Island Time Pina","frozen mix","Island Time",6,"thru","7","9",52
"Island Time Pina","frozen mix","Island Time",6,"order","7","16",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","7","16",112
"Island Time Pina","frozen mix","Island Time",6,"thru","7","16",NA
"Island Time Pina","frozen mix","Island Time",6,"order","7","23",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","7","23",110
"Island Time Pina","frozen mix","Island Time",6,"thru","7","23",2
"Island Time Pina","frozen mix","Island Time",6,"order","7","30",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","7","30",60
"Island Time Pina","frozen mix","Island Time",6,"thru","7","30",50
"Island Time Pina","frozen mix","Island Time",6,"order","8","6",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","8","6",50
"Island Time Pina","frozen mix","Island Time",6,"thru","8","6",10
"Island Time Pina","frozen mix","Island Time",6,"order","8","13",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","8","13",28
"Island Time Pina","frozen mix","Island Time",6,"thru","8","13",22
"Island Time Pina","frozen mix","Island Time",6,"order","8","20",NA
"Island Time Pina","frozen mix","Island Time",6,"oh","8","20",23
"Island Time Pina","frozen mix","Island Time",6,"thru","8","20",5
"Island Time Pina","frozen mix","Island Time",6,"order","8","29",0
"Island Time Pina","frozen mix","Island Time",6,"oh","8","29",2
"Island Time Pina","frozen mix","Island Time",6,"thru","8","29",21
"Island Time Pina","frozen mix","Island Time",6,"order","9","6",25
"Island Time Pina","frozen mix","Island Time",6,"oh","9","6",2
"Island Time Pina","frozen mix","Island Time",6,"thru","9","6",25
"Island Time Pina","frozen mix","Island Time",6,"order","9","12",0
"Island Time Pina","frozen mix","Island Time",6,"oh","9","12",3
"Island Time Pina","frozen mix","Island Time",6,"thru","9","12",NA
"Island Time Pina","frozen mix","Island Time",6,"order","9","26",0
"Island Time Pina","frozen mix","Island Time",6,"oh","9","26",0
"Island Time Pina","frozen mix","Island Time",6,"thru","9","26",3
"Island Time Strawberry","frozen mix","Island Time",6,"oh","leftover","2022",59
"Island Time Strawberry","frozen mix","Island Time",6,"opening","order","2023",41
"Island Time Strawberry","frozen mix","Island Time",6,"oh","4","30",59
"Island Time Strawberry","frozen mix","Island Time",6,"thru","4","30",41
"Island Time Strawberry","frozen mix","Island Time",6,"order","5","7",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","5","7",54
"Island Time Strawberry","frozen mix","Island Time",6,"thru","5","7",5
"Island Time Strawberry","frozen mix","Island Time",6,"order","5","14",2
"Island Time Strawberry","frozen mix","Island Time",6,"oh","5","14",52
"Island Time Strawberry","frozen mix","Island Time",6,"thru","5","14",4
"Island Time Strawberry","frozen mix","Island Time",6,"order","5","21",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","5","21",41
"Island Time Strawberry","frozen mix","Island Time",6,"thru","5","21",11
"Island Time Strawberry","frozen mix","Island Time",6,"order","5","28",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","5","28",39
"Island Time Strawberry","frozen mix","Island Time",6,"thru","5","28",2
"Island Time Strawberry","frozen mix","Island Time",6,"order","6","4",2
"Island Time Strawberry","frozen mix","Island Time",6,"oh","6","4",22
"Island Time Strawberry","frozen mix","Island Time",6,"thru","6","4",19
"Island Time Strawberry","frozen mix","Island Time",6,"order","6","11",27
"Island Time Strawberry","frozen mix","Island Time",6,"oh","6","11",29
"Island Time Strawberry","frozen mix","Island Time",6,"thru","6","11",20
"Island Time Strawberry","frozen mix","Island Time",6,"order","6","18",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","6","18",44
"Island Time Strawberry","frozen mix","Island Time",6,"thru","6","18",NA
"Island Time Strawberry","frozen mix","Island Time",6,"order","6","25",3
"Island Time Strawberry","frozen mix","Island Time",6,"oh","6","25",42
"Island Time Strawberry","frozen mix","Island Time",6,"thru","6","25",5
"Island Time Strawberry","frozen mix","Island Time",6,"order","7","9",2
"Island Time Strawberry","frozen mix","Island Time",6,"oh","7","9",25
"Island Time Strawberry","frozen mix","Island Time",6,"thru","7","9",19
"Island Time Strawberry","frozen mix","Island Time",6,"order","7","16",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","7","16",29
"Island Time Strawberry","frozen mix","Island Time",6,"thru","7","16",NA
"Island Time Strawberry","frozen mix","Island Time",6,"order","7","23",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","7","23",23
"Island Time Strawberry","frozen mix","Island Time",6,"thru","7","23",6
"Island Time Strawberry","frozen mix","Island Time",6,"order","7","30",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","7","30",33
"Island Time Strawberry","frozen mix","Island Time",6,"thru","7","30",NA
"Island Time Strawberry","frozen mix","Island Time",6,"order","8","6",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","8","6",26
"Island Time Strawberry","frozen mix","Island Time",6,"thru","8","6",7
"Island Time Strawberry","frozen mix","Island Time",6,"order","8","13",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","8","13",28
"Island Time Strawberry","frozen mix","Island Time",6,"thru","8","13",NA
"Island Time Strawberry","frozen mix","Island Time",6,"order","8","20",NA
"Island Time Strawberry","frozen mix","Island Time",6,"oh","8","20",19
"Island Time Strawberry","frozen mix","Island Time",6,"thru","8","20",9
"Island Time Strawberry","frozen mix","Island Time",6,"order","8","29",0
"Island Time Strawberry","frozen mix","Island Time",6,"oh","8","29",6
"Island Time Strawberry","frozen mix","Island Time",6,"thru","8","29",13
"Island Time Strawberry","frozen mix","Island Time",6,"order","9","6",28
"Island Time Strawberry","frozen mix","Island Time",6,"oh","9","6",6
"Island Time Strawberry","frozen mix","Island Time",6,"thru","9","6",28
"Island Time Strawberry","frozen mix","Island Time",6,"order","9","12",0
"Island Time Strawberry","frozen mix","Island Time",6,"oh","9","12",3
"Island Time Strawberry","frozen mix","Island Time",6,"thru","9","12",3
"Island Time Strawberry","frozen mix","Island Time",6,"order","9","26",0
"Island Time Strawberry","frozen mix","Island Time",6,"oh","9","26",5
"Island Time Strawberry","frozen mix","Island Time",6,"thru","9","26",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","leftover","2022",8
"Island Time Watermelon","frozen mix","Island Time",6,"opening","order","2023",2
"Island Time Watermelon","frozen mix","Island Time",6,"oh","4","30",12
"Island Time Watermelon","frozen mix","Island Time",6,"thru","4","30",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","5","7",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","5","7",8
"Island Time Watermelon","frozen mix","Island Time",6,"thru","5","7",4
"Island Time Watermelon","frozen mix","Island Time",6,"order","5","14",0
"Island Time Watermelon","frozen mix","Island Time",6,"oh","5","14",10
"Island Time Watermelon","frozen mix","Island Time",6,"thru","5","14",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","5","21",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","5","21",4
"Island Time Watermelon","frozen mix","Island Time",6,"thru","5","21",6
"Island Time Watermelon","frozen mix","Island Time",6,"order","5","28",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","5","28",1
"Island Time Watermelon","frozen mix","Island Time",6,"thru","5","28",3
"Island Time Watermelon","frozen mix","Island Time",6,"order","6","4",2
"Island Time Watermelon","frozen mix","Island Time",6,"oh","6","4",18
"Island Time Watermelon","frozen mix","Island Time",6,"thru","6","4",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","6","11",4
"Island Time Watermelon","frozen mix","Island Time",6,"oh","6","11",17
"Island Time Watermelon","frozen mix","Island Time",6,"thru","6","11",5
"Island Time Watermelon","frozen mix","Island Time",6,"order","6","18",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","6","18",11
"Island Time Watermelon","frozen mix","Island Time",6,"thru","6","18",6
"Island Time Watermelon","frozen mix","Island Time",6,"order","6","25",16
"Island Time Watermelon","frozen mix","Island Time",6,"oh","6","25",36
"Island Time Watermelon","frozen mix","Island Time",6,"thru","6","25",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","7","9",1
"Island Time Watermelon","frozen mix","Island Time",6,"oh","7","9",16
"Island Time Watermelon","frozen mix","Island Time",6,"thru","7","9",21
"Island Time Watermelon","frozen mix","Island Time",6,"order","7","16",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","7","16",20
"Island Time Watermelon","frozen mix","Island Time",6,"thru","7","16",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","7","23",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","7","23",17
"Island Time Watermelon","frozen mix","Island Time",6,"thru","7","23",3
"Island Time Watermelon","frozen mix","Island Time",6,"order","7","30",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","7","30",17
"Island Time Watermelon","frozen mix","Island Time",6,"thru","7","30",0
"Island Time Watermelon","frozen mix","Island Time",6,"order","8","6",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","8","6",18
"Island Time Watermelon","frozen mix","Island Time",6,"thru","8","6",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","8","13",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","8","13",19
"Island Time Watermelon","frozen mix","Island Time",6,"thru","8","13",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","8","20",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","8","20",16
"Island Time Watermelon","frozen mix","Island Time",6,"thru","8","20",3
"Island Time Watermelon","frozen mix","Island Time",6,"order","8","29",0
"Island Time Watermelon","frozen mix","Island Time",6,"oh","8","29",16
"Island Time Watermelon","frozen mix","Island Time",6,"thru","8","29",0
"Island Time Watermelon","frozen mix","Island Time",6,"order","9","6",NA
"Island Time Watermelon","frozen mix","Island Time",6,"oh","9","6",17
"Island Time Watermelon","frozen mix","Island Time",6,"thru","9","6",NA
"Island Time Watermelon","frozen mix","Island Time",6,"order","9","12",0
"Island Time Watermelon","frozen mix","Island Time",6,"oh","9","12",16
"Island Time Watermelon","frozen mix","Island Time",6,"thru","9","12",1
"Island Time Watermelon","frozen mix","Island Time",6,"order","9","26",0
"Island Time Watermelon","frozen mix","Island Time",6,"oh","9","26",17
"Island Time Watermelon","frozen mix","Island Time",6,"thru","9","26",NA
"Jack Daniels","whiskey","Empire",12,"oh","leftover","2022",62
"Jack Daniels","whiskey","Empire",12,"opening","order","2023",1
"Jack Daniels","whiskey","Empire",12,"oh","4","30",20
"Jack Daniels","whiskey","Empire",12,"thru","4","30",43
"Jack Daniels","whiskey","Empire",12,"order","5","7",NA
"Jack Daniels","whiskey","Empire",12,"oh","5","7",57
"Jack Daniels","whiskey","Empire",12,"thru","5","7",NA
"Jack Daniels","whiskey","Empire",12,"order","5","14",NA
"Jack Daniels","whiskey","Empire",12,"oh","5","14",51
"Jack Daniels","whiskey","Empire",12,"thru","5","14",6
"Jack Daniels","whiskey","Empire",12,"order","5","21",1
"Jack Daniels","whiskey","Empire",12,"oh","5","21",40
"Jack Daniels","whiskey","Empire",12,"thru","5","21",12
"Jack Daniels","whiskey","Empire",12,"order","5","28",34
"Jack Daniels","whiskey","Empire",12,"oh","5","28",38
"Jack Daniels","whiskey","Empire",12,"thru","5","28",36
"Jack Daniels","whiskey","Empire",12,"order","6","4",NA
"Jack Daniels","whiskey","Empire",12,"oh","6","4",8
"Jack Daniels","whiskey","Empire",12,"thru","6","4",30
"Jack Daniels","whiskey","Empire",12,"order","6","11",20
"Jack Daniels","whiskey","Empire",12,"oh","6","11",78
"Jack Daniels","whiskey","Empire",12,"thru","6","11",NA
"Jack Daniels","whiskey","Empire",12,"order","6","18",NA
"Jack Daniels","whiskey","Empire",12,"oh","6","18",58
"Jack Daniels","whiskey","Empire",12,"thru","6","18",20
"Jack Daniels","whiskey","Empire",12,"order","6","25",3
"Jack Daniels","whiskey","Empire",12,"oh","6","25",44
"Jack Daniels","whiskey","Empire",12,"thru","6","25",17
"Jack Daniels","whiskey","Empire",12,"order","7","9",50
"Jack Daniels","whiskey","Empire",12,"oh","7","9",50
"Jack Daniels","whiskey","Empire",12,"thru","7","9",44
"Jack Daniels","whiskey","Empire",12,"order","7","16",NA
"Jack Daniels","whiskey","Empire",12,"oh","7","16",37
"Jack Daniels","whiskey","Empire",12,"thru","7","16",13
"Jack Daniels","whiskey","Empire",12,"order","7","23",NA
"Jack Daniels","whiskey","Empire",12,"oh","7","23",10
"Jack Daniels","whiskey","Empire",12,"thru","7","23",27
"Jack Daniels","whiskey","Empire",12,"order","7","30",NA
"Jack Daniels","whiskey","Empire",12,"oh","7","30",80
"Jack Daniels","whiskey","Empire",12,"thru","7","30",NA
"Jack Daniels","whiskey","Empire",12,"order","8","6",NA
"Jack Daniels","whiskey","Empire",12,"oh","8","6",59
"Jack Daniels","whiskey","Empire",12,"thru","8","6",21
"Jack Daniels","whiskey","Empire",12,"order","8","13",NA
"Jack Daniels","whiskey","Empire",12,"oh","8","13",40
"Jack Daniels","whiskey","Empire",12,"thru","8","13",19
"Jack Daniels","whiskey","Empire",12,"order","8","20",52
"Jack Daniels","whiskey","Empire",12,"oh","8","20",19
"Jack Daniels","whiskey","Empire",12,"thru","8","20",73
"Jack Daniels","whiskey","Empire",12,"order","8","29",0
"Jack Daniels","whiskey","Empire",12,"oh","8","29",48
"Jack Daniels","whiskey","Empire",12,"thru","8","29",NA
"Jack Daniels","whiskey","Empire",12,"order","9","6",NA
"Jack Daniels","whiskey","Empire",12,"oh","9","6",19
"Jack Daniels","whiskey","Empire",12,"thru","9","6",29
"Jack Daniels","whiskey","Empire",12,"order","9","12",0
"Jack Daniels","whiskey","Empire",12,"oh","9","12",28
"Jack Daniels","whiskey","Empire",12,"thru","9","12",NA
"Jack Daniels","whiskey","Empire",12,"order","9","26",0
"Jack Daniels","whiskey","Empire",12,"oh","9","26",5
"Jack Daniels","whiskey","Empire",12,"thru","9","26",23
"Jack Fire","whiskey","Empire",12,"oh","leftover","2022",22
"Jack Fire","whiskey","Empire",12,"opening","order","2023",17
"Jack Fire","whiskey","Empire",12,"oh","4","30",4
"Jack Fire","whiskey","Empire",12,"thru","4","30",35
"Jack Fire","whiskey","Empire",12,"order","5","7",NA
"Jack Fire","whiskey","Empire",12,"oh","5","7",4
"Jack Fire","whiskey","Empire",12,"thru","5","7",0
"Jack Fire","whiskey","Empire",12,"order","5","14",37
"Jack Fire","whiskey","Empire",12,"oh","5","14",30
"Jack Fire","whiskey","Empire",12,"thru","5","14",11
"Jack Fire","whiskey","Empire",12,"order","5","21",4
"Jack Fire","whiskey","Empire",12,"oh","5","21",26
"Jack Fire","whiskey","Empire",12,"thru","5","21",8
"Jack Fire","whiskey","Empire",12,"order","5","28",3
"Jack Fire","whiskey","Empire",12,"oh","5","28",33
"Jack Fire","whiskey","Empire",12,"thru","5","28",NA
"Jack Fire","whiskey","Empire",12,"order","6","4",NA
"Jack Fire","whiskey","Empire",12,"oh","6","4",27
"Jack Fire","whiskey","Empire",12,"thru","6","4",6
"Jack Fire","whiskey","Empire",12,"order","6","11",2
"Jack Fire","whiskey","Empire",12,"oh","6","11",30
"Jack Fire","whiskey","Empire",12,"thru","6","11",NA
"Jack Fire","whiskey","Empire",12,"order","6","18",NA
"Jack Fire","whiskey","Empire",12,"oh","6","18",23
"Jack Fire","whiskey","Empire",12,"thru","6","18",7
"Jack Fire","whiskey","Empire",12,"order","6","25",2
"Jack Fire","whiskey","Empire",12,"oh","6","25",18
"Jack Fire","whiskey","Empire",12,"thru","6","25",7
"Jack Fire","whiskey","Empire",12,"order","7","9",52
"Jack Fire","whiskey","Empire",12,"oh","7","9",57
"Jack Fire","whiskey","Empire",12,"thru","7","9",13
"Jack Fire","whiskey","Empire",12,"order","7","16",NA
"Jack Fire","whiskey","Empire",12,"oh","7","16",53
"Jack Fire","whiskey","Empire",12,"thru","7","16",4
"Jack Fire","whiskey","Empire",12,"order","7","23",NA
"Jack Fire","whiskey","Empire",12,"oh","7","23",45
"Jack Fire","whiskey","Empire",12,"thru","7","23",8
"Jack Fire","whiskey","Empire",12,"order","7","30",NA
"Jack Fire","whiskey","Empire",12,"oh","7","30",43
"Jack Fire","whiskey","Empire",12,"thru","7","30",2
"Jack Fire","whiskey","Empire",12,"order","8","6",NA
"Jack Fire","whiskey","Empire",12,"oh","8","6",40
"Jack Fire","whiskey","Empire",12,"thru","8","6",3
"Jack Fire","whiskey","Empire",12,"order","8","13",NA
"Jack Fire","whiskey","Empire",12,"oh","8","13",37
"Jack Fire","whiskey","Empire",12,"thru","8","13",3
"Jack Fire","whiskey","Empire",12,"order","8","20",0
"Jack Fire","whiskey","Empire",12,"oh","8","20",34
"Jack Fire","whiskey","Empire",12,"thru","8","20",3
"Jack Fire","whiskey","Empire",12,"order","8","29",0
"Jack Fire","whiskey","Empire",12,"oh","8","29",33
"Jack Fire","whiskey","Empire",12,"thru","8","29",1
"Jack Fire","whiskey","Empire",12,"order","9","6",NA
"Jack Fire","whiskey","Empire",12,"oh","9","6",27
"Jack Fire","whiskey","Empire",12,"thru","9","6",6
"Jack Fire","whiskey","Empire",12,"order","9","12",0
"Jack Fire","whiskey","Empire",12,"oh","9","12",25
"Jack Fire","whiskey","Empire",12,"thru","9","12",2
"Jack Fire","whiskey","Empire",12,"order","9","26",0
"Jack Fire","whiskey","Empire",12,"oh","9","26",25
"Jack Fire","whiskey","Empire",12,"thru","9","26",0
"Jack Honey","whiskey","Empire",12,"oh","leftover","2022",44
"Jack Honey","whiskey","Empire",12,"opening","order","2023",2
"Jack Honey","whiskey","Empire",12,"oh","4","30",23
"Jack Honey","whiskey","Empire",12,"thru","4","30",23
"Jack Honey","whiskey","Empire",12,"order","5","7",NA
"Jack Honey","whiskey","Empire",12,"oh","5","7",24
"Jack Honey","whiskey","Empire",12,"thru","5","7",NA
"Jack Honey","whiskey","Empire",12,"order","5","14",NA
"Jack Honey","whiskey","Empire",12,"oh","5","14",24
"Jack Honey","whiskey","Empire",12,"thru","5","14",0
"Jack Honey","whiskey","Empire",12,"order","5","21",1
"Jack Honey","whiskey","Empire",12,"oh","5","21",33
"Jack Honey","whiskey","Empire",12,"thru","5","21",NA
"Jack Honey","whiskey","Empire",12,"order","5","28",2
"Jack Honey","whiskey","Empire",12,"oh","5","28",27
"Jack Honey","whiskey","Empire",12,"thru","5","28",8
"Jack Honey","whiskey","Empire",12,"order","6","4",NA
"Jack Honey","whiskey","Empire",12,"oh","6","4",22
"Jack Honey","whiskey","Empire",12,"thru","6","4",5
"Jack Honey","whiskey","Empire",12,"order","6","11",4
"Jack Honey","whiskey","Empire",12,"oh","6","11",20
"Jack Honey","whiskey","Empire",12,"thru","6","11",6
"Jack Honey","whiskey","Empire",12,"order","6","18",NA
"Jack Honey","whiskey","Empire",12,"oh","6","18",35
"Jack Honey","whiskey","Empire",12,"thru","6","18",NA
"Jack Honey","whiskey","Empire",12,"order","6","25",4
"Jack Honey","whiskey","Empire",12,"oh","6","25",16
"Jack Honey","whiskey","Empire",12,"thru","6","25",23
"Jack Honey","whiskey","Empire",12,"order","7","9",84
"Jack Honey","whiskey","Empire",12,"oh","7","9",114
"Jack Honey","whiskey","Empire",12,"thru","7","9",NA
"Jack Honey","whiskey","Empire",12,"order","7","16",NA
"Jack Honey","whiskey","Empire",12,"oh","7","16",107
"Jack Honey","whiskey","Empire",12,"thru","7","16",7
"Jack Honey","whiskey","Empire",12,"order","7","23",NA
"Jack Honey","whiskey","Empire",12,"oh","7","23",102
"Jack Honey","whiskey","Empire",12,"thru","7","23",5
"Jack Honey","whiskey","Empire",12,"order","7","30",NA
"Jack Honey","whiskey","Empire",12,"oh","7","30",101
"Jack Honey","whiskey","Empire",12,"thru","7","30",1
"Jack Honey","whiskey","Empire",12,"order","8","6",NA
"Jack Honey","whiskey","Empire",12,"oh","8","6",81
"Jack Honey","whiskey","Empire",12,"thru","8","6",20
"Jack Honey","whiskey","Empire",12,"order","8","13",NA
"Jack Honey","whiskey","Empire",12,"oh","8","13",99
"Jack Honey","whiskey","Empire",12,"thru","8","13",NA
"Jack Honey","whiskey","Empire",12,"order","8","20",4
"Jack Honey","whiskey","Empire",12,"oh","8","20",100
"Jack Honey","whiskey","Empire",12,"thru","8","20",3
"Jack Honey","whiskey","Empire",12,"order","8","29",0
"Jack Honey","whiskey","Empire",12,"oh","8","29",97
"Jack Honey","whiskey","Empire",12,"thru","8","29",3
"Jack Honey","whiskey","Empire",12,"order","9","6",NA
"Jack Honey","whiskey","Empire",12,"oh","9","6",99
"Jack Honey","whiskey","Empire",12,"thru","9","6",NA
"Jack Honey","whiskey","Empire",12,"order","9","12",0
"Jack Honey","whiskey","Empire",12,"oh","9","12",89
"Jack Honey","whiskey","Empire",12,"thru","9","12",10
"Jack Honey","whiskey","Empire",12,"order","9","26",0
"Jack Honey","whiskey","Empire",12,"oh","9","26",82
"Jack Honey","whiskey","Empire",12,"thru","9","26",7
"Jager","liqueur","Southern",12,"oh","leftover","2022",3
"Jager","liqueur","Southern",12,"opening","order","2023",35
"Jager","liqueur","Southern",12,"oh","4","30",26
"Jager","liqueur","Southern",12,"thru","4","30",12
"Jager","liqueur","Southern",12,"order","5","7",NA
"Jager","liqueur","Southern",12,"oh","5","7",17
"Jager","liqueur","Southern",12,"thru","5","7",9
"Jager","liqueur","Southern",12,"order","5","14",NA
"Jager","liqueur","Southern",12,"oh","5","14",11
"Jager","liqueur","Southern",12,"thru","5","14",6
"Jager","liqueur","Southern",12,"order","5","21",NA
"Jager","liqueur","Southern",12,"oh","5","21",6
"Jager","liqueur","Southern",12,"thru","5","21",5
"Jager","liqueur","Southern",12,"order","5","28",33
"Jager","liqueur","Southern",12,"oh","5","28",46
"Jager","liqueur","Southern",12,"thru","5","28",NA
"Jager","liqueur","Southern",12,"order","6","4",NA
"Jager","liqueur","Southern",12,"oh","6","4",38
"Jager","liqueur","Southern",12,"thru","6","4",8
"Jager","liqueur","Southern",12,"order","6","11",4
"Jager","liqueur","Southern",12,"oh","6","11",47
"Jager","liqueur","Southern",12,"thru","6","11",NA
"Jager","liqueur","Southern",12,"order","6","18",NA
"Jager","liqueur","Southern",12,"oh","6","18",34
"Jager","liqueur","Southern",12,"thru","6","18",13
"Jager","liqueur","Southern",12,"order","6","25",1
"Jager","liqueur","Southern",12,"oh","6","25",23
"Jager","liqueur","Southern",12,"thru","6","25",12
"Jager","liqueur","Southern",12,"order","7","9",86
"Jager","liqueur","Southern",12,"oh","7","9",69
"Jager","liqueur","Southern",12,"thru","7","9",40
"Jager","liqueur","Southern",12,"order","7","16",NA
"Jager","liqueur","Southern",12,"oh","7","16",85
"Jager","liqueur","Southern",12,"thru","7","16",NA
"Jager","liqueur","Southern",12,"order","7","23",NA
"Jager","liqueur","Southern",12,"oh","7","23",66
"Jager","liqueur","Southern",12,"thru","7","23",19
"Jager","liqueur","Southern",12,"order","7","30",NA
"Jager","liqueur","Southern",12,"oh","7","30",56
"Jager","liqueur","Southern",12,"thru","7","30",10
"Jager","liqueur","Southern",12,"order","8","6",NA
"Jager","liqueur","Southern",12,"oh","8","6",49
"Jager","liqueur","Southern",12,"thru","8","6",7
"Jager","liqueur","Southern",12,"order","8","13",NA
"Jager","liqueur","Southern",12,"oh","8","13",46
"Jager","liqueur","Southern",12,"thru","8","13",3
"Jager","liqueur","Southern",12,"order","8","20",2
"Jager","liqueur","Southern",12,"oh","8","20",30
"Jager","liqueur","Southern",12,"thru","8","20",18
"Jager","liqueur","Southern",12,"order","8","29",0
"Jager","liqueur","Southern",12,"oh","8","29",41
"Jager","liqueur","Southern",12,"thru","8","29",NA
"Jager","liqueur","Southern",12,"order","9","6",NA
"Jager","liqueur","Southern",12,"oh","9","6",22
"Jager","liqueur","Southern",12,"thru","9","6",19
"Jager","liqueur","Southern",12,"order","9","12",0
"Jager","liqueur","Southern",12,"oh","9","12",29
"Jager","liqueur","Southern",12,"thru","9","12",NA
"Jager","liqueur","Southern",12,"order","9","26",0
"Jager","liqueur","Southern",12,"oh","9","26",26
