Category,Company,Item,Case,OH (2022 left over),2023 Opening Order,OH (4/30),Thru,Order,OH (5/7),Thru,Order,OH (5/14),Thru,Order 5/16,OH (5/21),Thru,Order 5/23,OH (5/28),Thru,O 5/30,OH 6/4,Thru,O 6/7,OH 6/11,Thru,May Baseline,Estimated Reorder Quantity,O,OH (6/18),Thru,O 6.20,OH (6/25),Thru,Order 6.28,OH (7/9),Thru 1.5 weeks ,Order,OH (7/16),Thru,Order,OH (7/23),Thru,Order,OH (7/30),Thru,Order (8/1),OH (8/6),Thru,Order 8.8,OH (8/13),THRU,Order,OH (8/20),THRU,OH (8/29),ORDER 9/6,OH (9/6),,OH (9/12),,OH (9/26)
,Southern,Malibu Pineapple,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Malibu Watermelon,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,,Hidden,,,Hidden,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,,,,,,,,,
,Southern,Captain Morgan,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Cruzan Raspberry,12,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Cruzan Vanilla,12,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Cruzan Citrus * Use for bic. limon,12,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Bacardi,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,Hidden
,Southern,Bacardi Limon,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Bicardi Lime,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,,Hidden,,,Hidden,,,,,,Hidden,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,,,,,,,,,
,Southern,151 (goslings or cruzan rico bay),12,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,,,,,,,,,
,Southern,Mt. Gay,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Meyers,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,,Cayrum,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Bumbu Rum,6,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,,,,,,,,,
Tequila,Empire,Jose Cuervo Gold,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Don Julio,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Patron,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Milagro,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,#VALUE!,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Avion,6,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,1800 Tequila,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,1800 Coconut Tequila,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Casamigos Blanco,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,Hidden
,Southern,Casamigos Mezcal,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,818 blanco,6,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,818 repasado,6,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,,,,,,,,,,Hidden,,,,,,,,,Hidden,,,Hidden,,,Hidden,,,,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,,,,,,,,,,
,Southern,Jefferson* Cigar Dinner - $34,6,,,,,,,Hidden,,,,,,,,,Hidden,,,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,,Reserve - $52,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,,Ocean- $61,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
Whiskey and Burbons,Empire,Screwball PB Whisky,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Fireball,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Jameson,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,Hidden
,Southern,Jameson Orange,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Tulamore Dew / Bush Mils Irish Whiskey,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Southern Comfort,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Jack Daniels,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Jack Fire,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Jack Honey,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Makers Mark,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Jim Beam,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Wild Turkey 81 ,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Dewers,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Chivas Regal,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Crown Royal,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Seagrams 7,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Seagrams VO,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Canadian Club,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Hennessey,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Johnny Walker Red Label,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Johnny Walker Black Label,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,#VALUE!,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,,Hidden,,Hidden
,Southern,Bullett Burbon,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,B&B,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
Cordials,Southern,Carolinas Irish Cream,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,Kahlua,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,#VALUE!,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Rumchata,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Southern,St. Germaine,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Silver Sambuca,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
,Empire,Dark Sambuca,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,,Hidden,,Hidden
